tên_sản_phẩm,giá_hiện_tại,giá_gốc,khuyến_mãi,đánh_giá,link_sản_phẩm,brand_id,series,genre_name,công_nghệ_cpu,số_nhân,số_luồng,tốc_độ_cpu,bộ_nhớ đệm,ram,tốc_độ_bus_ram,màn_hình,độ_phân_giải,công_nghệ_màn_hình,đồ_họa,webcam,kích_thước,thông_tin_pin,hệ_điều_hành,cổng_giao_tiếp,kết_nối_không_dây,tính_năng,tốc_độ_tối_đa,loại_ram,ram_tối_đa,ổ_cứng,tần_số_quét,card_màn_hình,âm_thanh,chất_liệu,ra_mắt,đèn,bluetooth,năm_sản_xuất,đèn_bàn_phím,vỏ_nhựa,tên_hãng,nguồn_bán
Máy tính All in One Apple iMac 24 inch M3 (8 CPU - 10 GPU - 16GB - 512GB) - Pink | Chính Hãng Apple Việt Nam,53.990.000 đ,,,,https://www.anphatpc.com.vn//may-tinh-all-in-one-apple-imac-24-inch-m3-8-cpu-10-gpu-16gb-512gb-pink-chinh-hang-apple-viet-nam.html,,,,CPU: Apple M3 chip with 8‑core CPU and 10‑core GPU ,,,,,RAM: 16GB ,,,,,,,,,MacOS,,,,,,,,,,,,,,,,,,Apple,An Phát
Máy tính All in One Apple iMac 24 inch M3 MQRD3SA/A (8 CPU - 8 GPU - 8GB - 256GB) - Pink | Chính Hãng Apple Việt Nam,36.990.000 đ,,,,https://www.anphatpc.com.vn//may-tinh-all-in-one-apple-imac-24-inch-m3-mqrd3sa/a-8-cpu-8-gpu-8gb-256gb-pink-chinh-hang-apple-viet-nam.html,,,,CPU: Apple M3 chip with 8-core CPU ,CPU: Apple M3 chip with 8-core CPU ,,,,RAM: 8GB ,,Loading...,,,,,,,MacOS,,,,,,,,,,,,,,,,,,Apple,An Phát
Apple iPad Gen 9th 10.2-inch Wi-Fi 64GB  Space Gray (MK2K3ZA/A),7.190.000 đ,8.990.000 đ,20.02%,,https://www.anphatpc.com.vn//apple-ipad-gen-9th-10.2-inch-wi-fi-64gb-space-gray-mk2k3za-a.html,,,,Chip: A13 Bionic chip with 64-bit architecture ,,,,,,,,,,"Màn hình: Retina 10.2-inch LED-Blacklit Multi-Touch, IPS technology",,,,MacOS,,,,,,,,,,,,,,,,,,Apple,An Phát
PC Mini Gigabyte GB-BSRE-1605-BW,10.200.000 đ,,,,https://www.anphatpc.com.vn//pc-mini-gigabyte-gb-bsre-1605-bw.html,,,,,,,,,,,,,,VGA: AMD Radeon VEGA 8 / 8 SIMD 1000MHz,,,,,,Kết nối mạng: LAN + Wifi ,,,,,,,,,,,,,,,,Gigabyte,An Phát
RAM máy chủ Dell 8GB RDIMM 2666MT/s Single Rank ECC,2.990.000 đ,3.139.500 đ,4.76%,,https://www.anphatpc.com.vn//ram-may-chu-dell-8gb-rdimm-2666mts-single-rank_id28810.html,,,,RAM máy chủ Dell 8GB RDIMM (Register) ECC ,,,,,- Dung lượng: 8GB ,,,,,- Dimm Type: RDIMM,,,,,,,,,,,,,,,,,,,,,,Dell,An Phát
MacBook Pro 14 M3 PRO (11 CPU - 14 GPU - 18GB - 512GB) ĐEN SPACE BLACK MRX33SA/A - Chính Hãng Apple Việt Nam,49.990.000 đ,52.000.000 đ,3.87%,,https://www.anphatpc.com.vn//macbook-pro-14-m3-pro-11-cpu-14-gpu-18gb-512gb-space-black-mrx33sa/a.html,,,,,,,,,,,"Màn hình: 14.2 inches (3024 x 1964) Công nghệ True Tone, Dải màu rộng (P3), 
Độ sáng đỉnh 1600 nit ",,,Loading...,,,,MacOS,,,,,,,,,,,,,,,,,,Apple,An Phát
Mainboard Server workstation Supermicro MBD-X11SCL-LN4F-o,6.999.000 đ,7.348.950 đ,4.76%,,https://www.anphatpc.com.vn//mainboard-server-workstation-super-micro-mbd-x11scl-ln4f-o_id33601.html,,,,,,,,,,,Khe cắm ổ cứng: 6 SATA3 (6Gbps) port ,,,"Khe cắm mở rộng: 1 PCI-E 3.0 x16M.2 Interface: 1 PCI-E 3.0 x4M.2 Form 
Factor: 2280/22110M.2 Key: M-KeyDouble Height Connector ",,,,,,,,,,,,,,,,,,,,,,,An Phát
Chuyển đổi Type C to RJ45 LAN (10/100) dài 15cm Vention - CFABB,249.000 đ,459.000 đ,45.75%,,https://www.anphatpc.com.vn//chuyen-doi-type-c-to-rj45-lan-10-100-dai-15cm-vention-cfabb.html,,,,,,,,,,,,,,Tốc độ truyền: 10/100 Base,,,,,,,,,,,,,,,,,,,,,,,An Phát
MacBook Pro 14 M3 Pro (11 CPU - 14 GPU - 18GB - 512GB) BẠC (SILVER) MRX63SA/A - Chính Hãng Apple Việt Nam,49.990.000 đ,,,,https://www.anphatpc.com.vn//macbook-pro-14-m3-pro-11-cpu-14-gpu-18gb-512gb-bac-silver-mrx63sa/a.html,,,,,,,,,,,"Màn hình: 14.2 inches (3024 x 1964) Công nghệ True Tone, Dải màu rộng (P3), 
Độ sáng đỉnh 1600 nit ",,,Card màn hình: 14-core GPU,,,,,,,,,,,,,,,,,,,,,,Apple,An Phát
Laptop Apple MacBook Pro 13.3 inch M2 2022 8GB 256GB - Chính Hãng Apple Việt Nam,29.390.000 đ,33.000.000 đ,10.94%,,https://www.anphatpc.com.vn//laptop-apple-macbook-pro-13.3-inch-m2-2022-8gb-256gb-chinh-hang-apple-viet-nam.html,,,,"CPU: Apple M2 chip, 8C CPU, 10 GPU ",,,,,,,,,,Lưu trữ: 256GB SSD,,,,,,,,,,,,,,,,,,,,,,Apple,An Phát
Mainboard Server workstation Supermicro MBD-X11SCL-F-o,5.999.000 đ,6.298.950 đ,4.76%,,https://www.anphatpc.com.vn//mainboard-server-workstation-super-micro-mbd-x11scl-f-o_id33600.html,,,,,,,,,4 khe (Tối đa 128TB),,,,,"Khe cắm mở rộng: 1 PCI-E 3.0 x8 (in x16), 2 PCI-E 3.0 x4 (in x8)",,,,,,,,,,,,,,,,,,,,,,,An Phát
Máy tính đồng bộ FPT Elead AP I325SFF (PCEL0021+ MOKH0003),9.499.000 đ,10.069.000 đ,5.66%,,https://www.anphatpc.com.vn//may-tinh-dong-bo-fpt-elead-ap-i325sff-i3-7100_id25263.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,An Phát
Microsoft Surface Studio (Intel Core i7 7820HK / 32 GB / 2TB SSD / GTX1070 / 28 inch / WIN 10 Home),145.000.000 đ,148.000.000 đ,2.03%,,https://www.anphatpc.com.vn//microsoft-surface-studio-intel-core-i7-7820hk-32-gb-2tb-ssd-gtx1070-28-inch-win-10-home.html,,Microsoft,,"CPU: Intel Core i7 7820HK (2.90Ghz up to 3.90GHz, 8MB Cache) ",,,,,32GB,,"Màn hình: 28 inch with 4500 x 3000 (192 DPI) resolution, 3:2 aspect ratio - 
Cảm ứng: 10 point multi-touch ",,,VGA: NVIDIA GeForce GTX1070,,,,Window,,,,,,,,,,,,,,,,,,Microsoft,An Phát
Mainboard Server workstation Supermicro MBD-X11SSL-o,4.799.000 đ,5.038.950 đ,4.76%,,https://www.anphatpc.com.vn//mainboard-server-workstation-super-micro-mbd-x11ssl-o_id33599.html,,,,Socket: Single LGA 1151 hỗ trợ CPU Intel® Xeon® ,,,,,,,,,,"Khe cắm mở rộng: 1 PCI-E 3.0 x8 (in x16),1 PCI-E 3.0 x8,1 PCI-E 3.0 x4 (in 
x8) ",,,,,,,,,,,,,,,,,,,,,,,An Phát
Mainboard Server workstation Supermicro MBD-X11DPG-QT-B,22.899.000 đ,24.043.950 đ,4.76%,,https://www.anphatpc.com.vn//mainboard-server-workstation-super-micro-mbd-x11dpg-qt-b_id33598.html,,,,,,,,,,,,,,,,,,,,,,,,,"Khe cắm ổ cứng: 6 SATA3 (6Gbps) ports; RAID 0, 1, 5, 10 ",,,,,,,,,,,,An Phát
Mainboard Server workstation Supermicro MBD-X11DPi-N-o,14.999.000 đ,15.748.950 đ,4.76%,,https://www.anphatpc.com.vn//mainboard-server-workstation-super-micro-mbd-x11dpi-n-o_id33597.html,,,,,,,,,,,,,,"Khe cắm mở rộng: 4 PCI-E 3.0 x16,2 PCI-E 3.0 x8M.2 Interface: PCI-E 3.0 
x4M.2 Form Factor: 2260, 2280, 22110M.2 Key: M-Key,2 PCI-E 3.0 NVMe x4 
Internal Port(s) ",,,,,,,,,,,,,,,,,,,,,,,An Phát
Mainboard Server workstation Supermicro MBD-X11DPL-i-o,13.199.000 đ,13.858.950 đ,4.76%,,https://www.anphatpc.com.vn//mainboard-server-workstation-super-micro-mbd-x11dpl-i-o_id33596.html,,,,Socket: Dual LGA-3647 hỗ trợ CPU Intel® Xeon® ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,An Phát
Mainboard Server workstation Supermicro MBD-X11SPL-F-o,10.399.000 đ,10.918.950 đ,4.76%,,https://www.anphatpc.com.vn//mainboard-server-workstation-super-micro-mbd-x11spl-f-o_id33595.html,,,,Socket: Single LGA-3647 hỗ trợ CPU Intel® Xeon® ,,,,,,,,,,"Khe cắm mở rộng: 2 PCI-E 3.0 x8 (in x16), 4 PCI-E 3.0 x8, 1 PCI-E 3.0 x4 
(in x8) ",,,,,,,,,,,"Khe cắm ổ cứng: 6 SATA3 (6Gbps) via C232; RAID 0, 1, 5, 10 ",,,,,,,,,,,,An Phát
PC Gigabyte NUC KIT Brix i5 BRi5H-10210,9.490.000 đ,9.700.000 đ,2.16%,,https://www.anphatpc.com.vn//pc-gigabyte-nuc-kit-brix-i5-bri5h-10210.html,,,,,,,,,,,VGA: Intel® UHD Graphics 620 ,,,Ổ cứng: 1 x M.2 SSD (2280) slot support PCI-e x4 /SATA,,,,,,,,,,,Khe cắm ổ cứng: 10 SATA3 (6Gbps) port ,,,,,,,,,,,,An Phát
RAM máy chủ Sever  Hynix 16GB DDR4 2Rx8 3200MHz PC4-3200AA ECC RDIMM,3.350.000 đ,,,,https://www.anphatpc.com.vn//ram-may-chu-sever-hynix-16gb-ddr4-2rx8-3200mhz-pc4-3200aa-ecc-rdimm.html,,,,16GB DDR4 3200 (PC4 25600) ,,,,,ECC Registered RDIMM Memory ,,,,,Lifetime Replacement Warranty,,,,,,,,,,,Khe cắm ổ cứng: 14 SATA3 (6Gbps) port ,,,,,,,,,,,,An Phát
Máy tính trạm Workstation Dell Precision 5820 - 42PT58DW37 Tower (Xeon W-2223 | 16GB (2x8GB) | 1TB HDD | Nvidia T1000 8GB | Windows 10 Pro | 3Yr),53.250.000 đ,55.690.000 đ,4.38%,,https://www.anphatpc.com.vn//may-tinh-tram-workstation-dell-precision-5820-42pt58dw37-tower-xeon-w-2223-16gb-2x8gb-1tb-hdd-nvidia-t1000-8gb-windows-10-pro-3yr.html,,,,CPU: Intel Xeon Processor W-2223 (4C 3.6GHz 3.9GHz Turbo HT 8.25MB 120W) ,,,,,"Ram: DRam 16GB (2x8GB) DDR4 2933MHz RDIMM ECC Memory (x8 slot) - nâng cấp 
mã ram 16GB RASV0078 ",,Optical Driver: 8X DVD+/-RW Slimline ,,,"Raid: SW RAID 0,1,5,10/",,,,Window,,,,,,,,,,,,,,,,,,Dell,An Phát
Máy tính để bàn HP EliteOne 840 G9 AIO 76N53PA (Core i5-12500 | 8GB | 512GB | UHD Graphics 730 | 23.8-inch FHD | Windows 11 Home),Liên hệ,,,,https://www.anphatpc.com.vn//may-tinh-de-ban-hp-eliteone-840-g9-aio-76n53pa.html,,,,Chíp xử lý: Intel Core i3-12100 (4 Cores/12MB/8T/3.3GHz to 4.3GHz/60W) ,Chíp xử lý: Intel Core i3-12100 (4 Cores/12MB/8T/3.3GHz to 4.3GHz/60W) ,,,,,,,,,,,,,Window,,"Kết nối mạng: Lan Gigabit, Wifi+ Bluetooth",,,,,,,,,,,,Có,,,,HP,An Phát
Máy tính để bàn đồng bộ  Dell Optiplex 3000 MT ( i3-12100 | 8GB | SSD 256GB | DVD |K_M | FreeDOS | 1Yr Onsite ),11.990.000 đ,12.350.000 đ,2.91%,,https://www.anphatpc.com.vn//may-tinh-de-ban-dong-bo-dell-optiplex-3000-mt-i3-12100-8gb-ssd-256gb-dvd-k_m-freedos-1yr-onsite.html,,,,Chíp xử lý: Intel Core i3-12100 (4 Cores/12MB/8T/3.3GHz to 4.3GHz/60W) ,,,,,Bộ nhớ Ram: 8GB (1x8) DDR4 3200MHz (x2 Khe cắm) ,,"Cổng xuất hình: 1 x DisplayPort, 1 x HDMI, 1x VGA ",,,Card đồ họa: Intel UHD Graphics 770,,,,,,,,,,,,,,,,,,,,,,Dell,An Phát
Máy tính để bàn HP EliteOne 840 G9 AIO 76N55PA (Core i7-1270 | 16GB | 512GB | 23.8-inch FHD | UHD Graphics 770 | Windows 11 Home),Liên hệ,,,,https://www.anphatpc.com.vn//may-tinh-de-ban-hp-eliteone-840-g9-aio-76n55pa.html,,,,Chíp xử lý: Intel Core i3-12100 (4 Cores/12MB/8T/3.3GHz to 4.3GHz/60W) ,Chíp xử lý: Intel Core i3-12100 (4 Cores/12MB/8T/3.3GHz to 4.3GHz/60W) ,,,,Bộ nhớ Ram: 16GB DDR5-4800MHz (1 x 16 GB) (2 khe) ,,,,,,,,,Window,,,,,,,,,,,,,,,,,,HP,An Phát
Máy tình để bàn đồng bộ HP Pro Mini 260 G9 - 73D08PA  (Core i3 1215U | 4GB DDR4 | SSD 256GB | USB M &amp,10.900.000 đ,11.190.000 đ,2.59%,,https://www.anphatpc.com.vn//may-tinh-de-ban-dong-bo-hp-pro-mini-260-g9-73d08pa-core-i3-1215u-4gb-ddr4-ssd-256gb-usb-m-amp-kb-win11home-1y-onsite.html,,,,"CPU: Intel Core i3-1215U (lên đến 4.4 GHz với Intel Turbo Boost Technology, 
10 MB L3 cache, 6 cores, 8 threads) ",,,,,RAM: 4 GB DDR4-3200 MHz (Có 2 khe Ram Laptop) ,,Cổ xuất hình: 1x DisplayPort™ 1.4, 1x HDMI 1.4b. ,,,VGA: Intel UHD Graphics,,,,,,,,,,,,,,,,,,,,,HP,An Phát
Máy tính trạm Dell Precision 3660 Tower 42PT3660D05 (i9-12900 | 16GB (2x8GB) | 1TB + 256GB SSD | VGA T400 4GB | 300W | 3Yr | Dos),43.350.000 đ,45.690.000 đ,5.12%,,https://www.anphatpc.com.vn//may-tinh-tram-dell-precision-3660-tower-42pt3660d05-i9-12900-16gb-2x8gb-1tb-256gb-ssd-vga-t400-4gb-300w-3yr-dos.html,,,,,,,,,"RAM: 16GB( 2x8GB) DDR5 up to 4400MHz UDIMM non-ECC memory (x4 slot) (lắp 
ram RAKM0058) ",,Ổ đĩa: DVDRW ,,,"VGA: Nvidia T400 4GB, 3 mDP to DP adapter",,,,,,,,,,,,,,,,,,,,,,Dell,An Phát
Máy tính trạm Dell Precision 3660 Tower 42PT3660D01 (i5-12600 | 1TB HDD |  8GB | VGA T400 4GB | 300W | Ubuntu | 3yr),28.450.000 đ,29.990.000 đ,5.14%,,https://www.anphatpc.com.vn//may-tinh-tram-dell-precision-3660-tower-42pt3660d01-i5-12600-1tb-hdd-8gb-vga-t400-4gb-300w-ubuntu-3yr.html,,,,"CPU: Intel Core i5-12600 processor (18MB Cache, 6 Core , 3.3GHz to 4.8GHz 
(65W) ",,,,,"RAM: 8GB( 1x8GB) DDR5 up to 4400MHz UDIMM non-ECC memory (x4 slot) (lắp ram 
RAKM0058) ",,Ổ đĩa: DVDRW ,,,,,,,,,,,,,,,,,,,,,,,,,Dell,An Phát
Máy tính để bàn đồng bo HP 280 Pro G9 SFF 72K94PA (I7-12700/8GB RAM/256GSSD/WL+BT/K+M/WIN 11),16.990.000 đ,17.990.000 đ,5.56%,,https://www.anphatpc.com.vn//may-tinh-de-ban-dong-bo-hp-280-pro-g9-sff-72k94pa-i7-12700/8gb-ram/256gssd/wl-bt/k-m/win-11.html,,,,"Chíp xử lý: Intel Core i7- 12700 up to 4.9Ghz, 25MB ",,,,,"Bộ nhớ Ram: 8GB DDR4 2933Mhz (1 x 8GB), 2 khe cắm Ram ",,"Cổng xuất hình: 1 x HDMI, 1 x VGA ",,,Card đồ họa: Intel UHD Graphics 770,,,,Window,,,,,,,,,,,,,,,,,,HP,An Phát
Máy tính để bàn All in One Dell OptiPlex 7400 (Core i5-12500 | 8GB | 512GB | Intel Iris Xe | 23,26.990.000 đ,28.990.000 đ,6.90%,,https://www.anphatpc.com.vn//may-tinh-de-ban-all-in-one-dell-optiplex-7400-core-i5-12500.html,,,,CPU: Intel Core i5-12500 (6 Cores/18MB/12T/3.0GHz to 4.6GHz/65W) ,,,,,,,"Chức năng: Webcam + Mic , Loa ngoài ",,,VGA: Intel® Iris Xe,,,,,,,,,,,,,,,,,,,,,,Dell,An Phát
Máy chủ Dell PowerEdge R750xs 16×2.5″ 42SVRDR750-707(Intel Xeon Silver 4310/Ram 16G/HDD 1.2TB/PERC H755/2X800W PSU/4 Yrs Pro),111.000.000 đ,130.000.000 đ,14.62%,,https://www.anphatpc.com.vn//may-chu-dell-poweredge-r750xs-16-2.5-42svrdr750-707-intel-xeon-silver-4310/ram-16g/hdd-1.2tb/perc-h755/2x800w-psu/4-yrs-pro.html,,,,,,,,,RAM: 16GB RDIMM 3200MTs ECC (x16 slot) ,,Xuất hình: x1 port VGA ,,,,,,,,,,,,,,,,,,,,,,,,,Dell,An Phát
Máy tính chủ Dell PowerEdge T350 (Intel Xeon E-2324G/ 16GB UDIMM 3200/2TB SATA 7.2K/DVDRW/600W /4Yr)  1111,64.500.000 đ,67.990.000 đ,5.13%,,https://www.anphatpc.com.vn//may-tinh-chu-dell-poweredge-t350-intel-xeon-e-2324g-16gb-udimm-3200-2tb-sata-7.2k-dvdrw-600w-4yr.html,,,,"Vi xử lý: Intel® Xeon® E-2324G ,8MB L3 Cache, (65W) Max ",,,,,"Bộ nhớ Ram: DDRAM4 ECC 16GB UDIMM, 3200MT/s, Single Rank, x8 Data Width 
(1/6) ",,,,,"Ổ quang : DVD+/-RW, SATA, Internal",,,,,,,,,,,,,,,,,,,,,,Dell,An Phát
Máy tính chủ Dell PowerEdge T350 (Intel Xeon E-2334/ 8GB UDIMM 3200/2TB SATA 7.2K/DVDRW/600W /4Yr) _ 42SVRDT350-307,63.690.000 đ,65.590.000 đ,2.90%,,https://www.anphatpc.com.vn//may-tinh-chu-dell-poweredge-t350-intel-xeon-e-2334/-8gb-udimm-3200/2tb-sata-7.2k/dvdrw/600w-/4yr-_-42svrdt350-307.html,,,,"Vi xử lý: Intel Xeon E-2334 3.4GHz, 8M Cache, 4C/8T, Turbo (65W) ",,,,,,,,,,"Ổ quang : DVD+/-RW, SATA, Internal",,,,,,,,,,,,,,,,,,,,,,Dell,An Phát
Máy tính để bàn HP AIO 24-cb1024d 7H3Z4PA (Core i5-1235U | 8GB | 512 GB | Intel Iris Xe | 23.8 inch FHD | Win 11 | Trắng),20.490.000 đ,22.990.000 đ,10.87%,,https://www.anphatpc.com.vn//may-tinh-de-ban-hp-aio-24-cb1024d-7h3z4pa.html,,,,"CPU: Intel Core i5-1235U (Upto 4.4GHz, 10 nhân, 12 luồng, 12MB) ",,,,,RAM: 8 GB DDR4-3200 MHz RAM (1 x 8 GB) ,,"Màn hình: 23.8 inch, FHD (1920 x 1080), touch, IPS, three-sided micro-edge, 
anti-glare, 250 nits, 72% NTSC ",,,VGA: Intel® Iris® Xᵉ Graphics,,,,Window,,,,,,,,,,,,,,,,,,HP,An Phát
Máy tính để bàn đồng bộ HP Prodesk 400 G9 MT 72K96PA ( i3-12100 | 4GD4 | 256GSSD  |WL_BT | KB_M | Win11SL | 1yr),10.490.000 đ,11.490.000 đ,8.70%,,https://www.anphatpc.com.vn//may-tinh-de-ban-dong-bo-hp-prodesk-400-g9-mt-72k96pa-i3-12100-4gd4-256gssd-wl_bt-kb_m-win11sl-1yr.html,,,,"Chíp xử lý: Intel Core i3-12100 (upto 4.3 GHz,12 MB L3 cache,4 cores,8 
threads) ",,,,,,,Cổng xuất hình: 1x HDMI 1.4, 1x DisplayPort 1.4. ,,,Card đồ họa: Intel UHD Graphics 770,,,,Window,,,,,,,,,,,,,,,,,HP,An Phát
Máy tính để bàn Dell AIO Inspiron 24 5420 FNRJ17 (Core i7-1355U | 16GB | 512GB | Intel Iris Xe | 23.8 inch FHD | Cảm ứng | Win 11 | Office),27.990.000 đ,28.990.000 đ,3.45%,,https://www.anphatpc.com.vn//may-tinh-de-ban-dell-aio-inspiron-24-5420-fnrj17.html,,,,Chíp xử lý: Core i7-1355U (upto 5.00GHz) ,,,,,,,"Màn hình: 23.8 inch FHD (1920 x 1080) Touch-screen, Wide view Angle, 
anti-glare ",,,Card đồ họa: Intel Iris Xe Graphics,,,,Window,,,,,,,,,,,,,,,,,,Dell,An Phát
Máy tính để bàn Dell AIO Inspiron 24 5420 FNRJ15 (Core i5-1335U | 16GB | 512GB | Intel Iris Xe | 23.8 inch FHD | Cảm ứng | Win 11 | Office),25.490.000 đ,26.990.000 đ,5.56%,,https://www.anphatpc.com.vn//may-tinh-de-ban-dell-aio-inspiron-24-5420-fnrj15.html,,,,Chíp xử lý: Core i5-1335U (upto 4.6GHz) ,,,,,Bộ nhớ Ram: 16GB (2x8GB) DDR4 3200MHz ( 2 khe) ,,"Màn hình: 23.8 inch FHD (1920 x 1080) Touch-screen, Wide view Angle, 
anti-glare ",,,Card đồ họa: Intel Iris Xe Graphics,,,,Window,,,,,,,,,,,,,,,,,,Dell,An Phát
Máy tính để bàn All In One Asus A3202WBAK-WA024W (Intel Core i3-1215U | 8GB | 512GB | Intel UHD | WL KB + M | 21.45 inch FHD | Win 11),13.990.000 đ,17.790.000 đ,21.36%,,https://www.anphatpc.com.vn//may-tinh-de-ban-all-in-one-asus-a3202wbak-wa024w.html,,,,"Chíp xử lý: Intel Core i3-1215U (10MB, up to 4.4GHz, 6 nhân 8 luồng) ",,,,,Bộ nhớ Ram: 8GB DDR4 SO-DIMM ,,,,,,,,,Window,,,,,,,,,,,,,,,,,,Asus,An Phát
Máy tính để bàn HP ProOne 440 G9 AIO 6M3W6PA (Core i5-12500T | 8GB | 256GB | UHD Graphics 770 | 23.8inch FHD Non-Touch | Win 11 Home),17.990.000 đ,20.290.000 đ,11.34%,,https://www.anphatpc.com.vn//may-tinh-de-ban-hp-proone-440-g9-aio-6m3w6pa.html,,,,"Chíp xử lý: Intel Core i5-12500T (upto 4.4 GHz, 18MB) ",,,,,,,,,,,,,,Window,,,,,,,,,,,,,,,,,,HP,An Phát
Máy tính bàn Dell Inspiron AIO DT 5420 42INAIO540020 (i7-1355U | 16GB | SSD 512GB | 23.8 FHD | Windows 11 Home + Office Home and Student 2021),25.890.000 đ,26.990.000 đ,4.08%,,https://www.anphatpc.com.vn//may-tinh-ban-dell-inspiron-aio-dt-5420-42inaio540020.html,,,,,,,,,,,"Màn hình: 23.8 FHD (1920 x 1080), Anti-Glare Narrow Border - Không cảm ứng ",,,Card đồ họa: Intel Iris Xe Graphics,,,,Window,,,,,,,,,,,,,,,,,,Dell,An Phát
MÁY TÍNH MINI PC Intel NUC L6 BNUC11TNKI30000,7.390.000 đ,,,,https://www.anphatpc.com.vn//may-tinh-mini-pc-intel-nuc-l6-bnuc11tnki30000.html,,,,Bộ VXL: Core i3 1115G4 3.00 GHz ,,,,,Bộ nhớ RAM: ,,,,,Card đồ họa:,,,,,,,,,,,,,,,,,,,,,,,An Phát
Máy tính trạm Workstation Dell Precision 3660 Tower WST3660 (Core i9-12900K/ 8GB / SSD 256GB_1TB HDD  / Intel® UHD Graphics 770/ DVDRW/ PSU 500W/ Mouse/ Keyboard/ Ubuntu/ 3yr),38.650.000 đ,39.160.000 đ,1.30%,,https://www.anphatpc.com.vn//may-tinh-tram-workstation-dell-precision-3660-tower-wst3660-core-i9-12900k/-8gb-/-ssd-256gb_1tb-hdd-/-intel-uhd-graphics-770/-dvdrw/-psu-500w/-mouse/-keyboard/-ubuntu/-3yr.html,,,,"CPU: Intel Core i9-12900K processor (30MB Cache, 16 Core (8P+8E), 3.2GHz to 
5.2GHz (125W)) ",,,,,"RAM: 8GB( 1x8GB) DDR5 up to 4400MHz UDIMM non-ECC memory (x4 slot) - Lưu ý: 
Nâng cấp DDR5 hãng kingston hoặc kingmax không tản ",,Ổ đĩa: DVDRW ,,,VGA: Intel® UHD Graphics 770,,,,,,,,,,,,,,,,,,,,,,Dell,An Phát
Máy tính để bàn đồng bộ HP S01-pF3012d _ 8C5S8PA  (i5 - 13400 | RAM 8GB DDR4 | 256GB SSD | DVDWR | Intel UHD Graphics 730 | WL BT | K &amp,14.790.000 đ,15.690.000 đ,5.74%,,https://www.anphatpc.com.vn//may-tinh-de-ban-dong-bo-hp-s01-pf3012d-_-8c5s8pa-i5-13400-ram-8gb-ddr4-256gb-ssd-intel-uhd-graphics-730-wl-bt-k-amp-m-win-11sl-1yr.html,,,,,,,,,RAM: 8 GB DDR4-3200 MHz RAM (1 x 8 GB) - x2 slot ,,Cổng kết nối: 1x VGA, 1x HDMI-out 1.4b ,,,VGA: Intel UHD Graphics,,,,,,,,,,,,,,,,,,,,,HP,An Phát
Máy tính để bàn đồng bộ HP S01-pF3011d _ 8C5S7PA (i5 - 13400 | RAM 8GB DDR4 | 512GB SSD | DVDWR | Intel UHD Graphics 730 | WL BT | K &amp,15.690.000 đ,15.990.000 đ,1.88%,,https://www.anphatpc.com.vn//may-tinh-de-ban-dong-bo-hp-s01-pf3011d-_-8c5s7pa-i5-13400-ram-8gb-ddr4-512gb-ssd-dvdwr-intel-uhd-graphics-730-wl-bt-k-amp-m-win-11sl-1yr.html,,,,"CPU: Intel Intel® Core™ i5-13400 (up to 4.6 GHz) 20MB L3 cache, 10C/16T) ",,,,,RAM: 8GB DDR4-3200 MHz RAM (1 x 8 GB) - x2 slot ,,Cổng kết nối: 1x VGA, 1x HDMI-out 1.4b ,,,VGA: Intel UHD Graphics,,,,,,,,,,,,,,,,,,,,,HP,An Phát
Máy tính chủ Dell R250 42SVRDR250 - 915 (Xeon E-2324G 3.1G/ 8GB / 2TB HDD/ DVDRW/ 450W/ No OS/ 4 Yrs),43.500.000 đ,45.950.000 đ,5.33%,,https://www.anphatpc.com.vn//may-tinh-chu-dell-r250-42svrdr250-915-xeon-e-2324g-3.1g-8gb-2tb-hdd-dvdrw-450w-no-os-4-yrs.html,,,,Chíp xử lý: Xeon E-2324G 3.1G 4C 4T Cache 8M 65 W ,,,,,,,Phím chuột : không ,,,Ổ đĩa quang: DVDRW,,,,,,,,,,,,,,,,,,,,,,Dell,An Phát
PC Intel NUC 12 Extreme Kit - NUC12DCMi9,25.490.000 đ,,,,https://www.anphatpc.com.vn//pc-intel-nuc-12-extreme-kit-nuc12dcmi9.html,,,,MAIN: NUC12EDBi9 ,,,,,,,HDD: (Không có) ,,,,,,,,,,,,,,,,,,,,,,,,,,An Phát
Máy tính để bàn đồng bộ HP ProDesk 400 G9 MT 72L00PA (i5-12500 | RAM 8GD4 | 512GB SSD | Wifi _BT | KB_M | W11SL | 1yr ),14.050.000 đ,15.390.000 đ,8.71%,,https://www.anphatpc.com.vn//may-tinh-de-ban-dong-bo-hp-prodesk-400-g9-mt-72l00pa-i5-12500-ram-8gd4-512gb-ssd-wifi-_bt-kb_m-w11sl-1yr.html,,,,"Chíp xử lý: Intel Core i5-12500(upto 4.6 GHz,18 MB L3 cache,6 cores,12 
threads) ",,,,,"Bộ nhớ Ram: 8GB DDR4 3200MHz (1 x 8GB), 2 khe cắm Ram ",,Cổng xuất hình: 1x HDMI 1.4, 1x DisplayPort 1.4. ,,,Card đồ họa: Intel UHD Graphics 770,,,,,,,,,,,,,,,,,,,,,HP,An Phát
